# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
GO:0008150	BP	e	biological_process	88/90	2271/2550	0.0031254419593121797	0	88	1.0	1.0	1.0	0.8219912352991032	abgR, ackA, acnB, acs, adhE, aldB, ansB, carA, cbpA, codB, crp, cspA, cycA, dcp, ddlA, deoC, dld, dmsA, dps, dusB, eamA, fadB, feaR, fixA, fklB, fumB, gabD, gadA, gdhA, glcC, glnA, glnQ, glpA, glpT, gltX, greB, gyrA, gyrB, hupA, hupB, hyaA, ispB, ivy, katE, kdgR, kduI, ligB, lpd, malE, mdtG, mglA, msrA, mtlA, mtlD, nac, nanA, narG, ndh, nirB, nrdA, nrfA, ogt, osmY, patA, pdxA, pflB, prfC, proP, ptsG, pyrD, queA, queD, rhtA, rimM, rlmF, rplM, rsmF, sdiA, serA, sra, topA, trg, trmA, tufA, tufB, ugd, wecH, xylF
GO:0006807	BP	e	nitrogen compound metabolic process	52/90	1088/2550	0.004527925034446655	2	52	1.0	1.0	1.0	0.9417075783970731	abgR, ackA, acs, ansB, carA, codB, crp, cspA, dcp, ddlA, deoC, dusB, fixA, fklB, gabD, gadA, gdhA, glnA, gltX, greB, gyrA, gyrB, hupA, hupB, ligB, lpd, msrA, nac, nanA, narG, nirB, nrdA, nrfA, ogt, patA, pdxA, pflB, prfC, pyrD, queA, queD, rimM, rlmF, rplM, rsmF, serA, sra, topA, trmA, tufA, tufB, ugd
GO:0042126	BP	e	nitrate metabolic process	4/90	20/2550	0.004557174593003465	5	4	1.0	1.0	1.0	0.9417075783970731	nac, narG, nirB, nrfA
GO:0042128	BP	e	nitrate assimilation	4/90	20/2550	0.004557174593003465	6	4	1.0	1.0	1.0	0.9417075783970731	nac, narG, nirB, nrfA
GO:0006351	BP	e	transcription, DNA-templated	7/90	62/2550	0.00545344248105142	9	7	1.0	1.0	1.0	0.98605056860511	abgR, crp, cspA, gyrA, gyrB, hupA, hupB
GO:0097659	BP	e	nucleic acid-templated transcription	7/90	62/2550	0.00545344248105142	8	7	1.0	1.0	1.0	0.98605056860511	abgR, crp, cspA, gyrA, gyrB, hupA, hupB
GO:0071704	BP	e	organic substance metabolic process	63/90	1430/2550	0.0067541047541396304	2	63	1.0	1.0	1.0	1.0	abgR, ackA, acnB, acs, adhE, ansB, carA, codB, crp, cspA, dcp, ddlA, deoC, dld, dusB, fadB, fixA, fklB, gabD, gadA, gdhA, glnA, glpA, glpT, gltX, greB, gyrA, gyrB, hupA, hupB, ispB, kduI, ligB, lpd, msrA, mtlD, nac, nanA, narG, nirB, nrdA, nrfA, ogt, patA, pdxA, pflB, prfC, pyrD, queA, queD, rimM, rlmF, rplM, rsmF, serA, sra, topA, trmA, tufA, tufB, ugd, wecH, xylF
GO:0046165	BP	e	alcohol biosynthetic process	2/90	4/2550	0.007057781106206554	5	2	1.0	1.0	1.0	1.0	adhE, ispB
GO:0006085	BP	e	acetyl-CoA biosynthetic process	2/90	4/2550	0.007057781106206554	12	2	1.0	1.0	1.0	1.0	ackA, acs
GO:0006083	BP	e	acetate metabolic process	2/90	4/2550	0.007057781106206554	7	2	1.0	1.0	1.0	1.0	ackA, acs
GO:0034641	BP	e	cellular nitrogen compound metabolic process	37/90	724/2550	0.008563021059391614	3	37	1.0	1.0	1.0	1.0	abgR, ackA, acs, carA, codB, crp, cspA, deoC, dusB, fixA, gltX, greB, gyrA, gyrB, hupA, hupB, ligB, lpd, nanA, nrdA, ogt, patA, pdxA, prfC, pyrD, queA, queD, rimM, rlmF, rplM, rsmF, sra, topA, trmA, tufA, tufB, ugd
GO:2001057	BP	e	reactive nitrogen species metabolic process	4/90	24/2550	0.00897317966454501	3	4	1.0	1.0	1.0	1.0	nac, narG, nirB, nrfA
GO:0071941	BP	e	nitrogen cycle metabolic process	4/90	24/2550	0.00897317966454501	3	4	1.0	1.0	1.0	1.0	nac, narG, nirB, nrfA
GO:0015804	BP	e	neutral amino acid transport	4/90	24/2550	0.00897317966454501	7	4	1.0	1.0	1.0	1.0	cycA, eamA, glnQ, rhtA
GO:0016070	BP	e	RNA metabolic process	15/90	211/2550	0.009395240778902662	6	15	1.0	1.0	1.0	1.0	abgR, crp, cspA, dusB, gltX, greB, gyrA, gyrB, hupA, hupB, queA, rimM, rlmF, rsmF, trmA
GO:0006139	BP	e	nucleobase-containing compound metabolic process	28/90	502/2550	0.009629366579470958	4	28	1.0	1.0	1.0	1.0	abgR, ackA, acs, carA, codB, crp, cspA, deoC, dusB, gltX, greB, gyrA, gyrB, hupA, hupB, ligB, lpd, nrdA, ogt, pyrD, queA, queD, rimM, rlmF, rsmF, topA, trmA, ugd
GO:0022900	BP	e	electron transport chain	8/90	86/2550	0.009765636234925245	4	8	1.0	1.0	1.0	1.0	dld, dmsA, fixA, hyaA, lpd, narG, ndh, nrfA
GO:0032774	BP	e	RNA biosynthetic process	8/90	86/2550	0.009765636234925245	7	8	1.0	1.0	1.0	1.0	abgR, crp, cspA, greB, gyrA, gyrB, hupA, hupB
GO:0019438	BP	e	aromatic compound biosynthetic process	19/90	303/2550	0.01151026989341241	4	19	1.0	1.0	1.0	1.0	abgR, ackA, acs, carA, crp, cspA, deoC, gltX, greB, gyrA, gyrB, hupA, hupB, nrdA, pdxA, pyrD, queA, queD, ugd
GO:0006972	BP	e	hyperosmotic response	3/90	14/2550	0.01166960346443372	4	3	1.0	1.0	1.0	1.0	katE, osmY, proP
GO:0044271	BP	e	cellular nitrogen compound biosynthetic process	24/90	416/2550	0.012537046869607667	4	24	1.0	1.0	1.0	1.0	abgR, ackA, acs, carA, crp, cspA, deoC, gltX, greB, gyrA, gyrB, hupA, hupB, nrdA, pdxA, prfC, pyrD, queA, queD, rplM, sra, tufA, tufB, ugd
GO:0044238	BP	e	primary metabolic process	54/90	1196/2550	0.013105319096570934	2	54	1.0	1.0	1.0	1.0	abgR, ackA, acnB, acs, ansB, carA, codB, crp, cspA, dcp, deoC, dusB, fadB, fklB, fumB, gabD, gadA, gdhA, glnA, glpA, glpT, gltX, greB, gyrA, gyrB, hupA, hupB, ispB, kduI, ligB, lpd, msrA, mtlD, nanA, nrdA, ogt, pflB, prfC, pyrD, queA, queD, rimM, rlmF, rplM, rsmF, serA, sra, topA, trmA, tufA, tufB, ugd, wecH, xylF
GO:0045333	BP	e	cellular respiration	7/90	74/2550	0.014161447465087533	5	7	1.0	1.0	1.0	1.0	dld, dmsA, glpA, hyaA, narG, ndh, nirB
GO:0046116	BP	e	queuosine metabolic process	2/90	6/2550	0.016846590743743135	8	2	1.0	1.0	1.0	1.0	queA, queD
GO:0008616	BP	e	queuosine biosynthetic process	2/90	6/2550	0.016846590743743135	9	2	1.0	1.0	1.0	1.0	queA, queD
GO:0006536	BP	e	glutamate metabolic process	3/90	16/2550	0.017060705160733904	9	3	1.0	1.0	1.0	1.0	gadA, gdhA, glnA
GO:0018130	BP	e	heterocycle biosynthetic process	19/90	323/2550	0.022327074085331026	4	19	1.0	1.0	1.0	1.0	abgR, ackA, acs, carA, crp, cspA, deoC, gltX, greB, gyrA, gyrB, hupA, hupB, nrdA, pdxA, pyrD, queA, queD, ugd
GO:0044205	BP	e	'de novo' UMP biosynthetic process	2/90	7/2550	0.023048010411860335	12	2	1.0	1.0	1.0	1.0	carA, pyrD
GO:0071616	BP	e	acyl-CoA biosynthetic process	2/90	7/2550	0.023048010411860335	11	2	1.0	1.0	1.0	1.0	ackA, acs
GO:0035384	BP	e	thioester biosynthetic process	2/90	7/2550	0.023048010411860335	5	2	1.0	1.0	1.0	1.0	ackA, acs
GO:0006996	BP	e	organelle organization	6/90	64/2550	0.023654174620111032	4	6	1.0	1.0	1.0	1.0	dps, gyrA, gyrB, hupA, hupB, topA
GO:0009059	BP	e	macromolecule biosynthetic process	19/90	329/2550	0.02423010732416522	4	19	1.0	1.0	1.0	1.0	abgR, crp, cspA, ddlA, gltX, greB, gyrA, gyrB, hupA, hupB, ligB, nrdA, prfC, rplM, sra, tufA, tufB, ugd, wecH
GO:0009064	BP	e	glutamine family amino acid metabolic process	5/90	48/2550	0.02534959433190785	8	5	1.0	1.0	1.0	1.0	ansB, carA, gadA, gdhA, glnA
GO:0006091	BP	e	generation of precursor metabolites and energy	11/90	161/2550	0.026599133109568615	3	11	1.0	1.0	1.0	1.0	dld, dmsA, fixA, fumB, glpA, hyaA, lpd, narG, ndh, nirB, nrfA
GO:0006084	BP	e	acetyl-CoA metabolic process	2/90	8/2550	0.030032634674378497	11	2	1.0	1.0	1.0	1.0	ackA, acs
GO:0006207	BP	e	'de novo' pyrimidine nucleobase biosynthetic process	2/90	8/2550	0.030032634674378497	9	2	1.0	1.0	1.0	1.0	carA, pyrD
GO:0015791	BP	e	polyol transport	2/90	8/2550	0.030032634674378497	6	2	1.0	1.0	1.0	1.0	glpT, mtlA
GO:1901615	BP	e	organic hydroxy compound metabolic process	7/90	86/2550	0.030053671586847457	3	7	1.0	1.0	1.0	1.0	adhE, dld, glpA, glpT, ispB, mtlD, pdxA
GO:0090304	BP	e	nucleic acid metabolic process	18/90	312/2550	0.031564263865580616	5	18	1.0	1.0	1.0	1.0	abgR, crp, cspA, dusB, gltX, greB, gyrA, gyrB, hupA, hupB, ligB, ogt, queA, rimM, rlmF, rsmF, topA, trmA
GO:0044281	BP	e	small molecule metabolic process	35/90	726/2550	0.03179555634546179	2	35	1.0	1.0	1.0	1.0	ackA, acnB, acs, adhE, ansB, carA, codB, deoC, dld, fadB, gabD, gadA, gdhA, glnA, glpA, glpT, gltX, ispB, kduI, lpd, mtlD, nac, nanA, narG, nirB, nrdA, nrfA, pdxA, pflB, pyrD, queA, queD, serA, ugd, xylF
GO:0034645	BP	e	cellular macromolecule biosynthetic process	18/90	314/2550	0.032360976083276635	5	18	1.0	1.0	1.0	1.0	abgR, crp, cspA, ddlA, gltX, gyrA, gyrB, hupA, hupB, ligB, nrdA, prfC, rplM, sra, tufA, tufB, ugd, wecH
GO:0015980	BP	e	energy derivation by oxidation of organic compounds	7/90	88/2550	0.03354946016879189	4	7	1.0	1.0	1.0	1.0	dld, dmsA, glpA, hyaA, narG, ndh, nirB
GO:0031437	BP	e	regulation of mRNA cleavage	1/90	1/2550	0.0352941176470771	8	1	1.0	1.0	1.0	1.0	greB
GO:0045990	BP	e	carbon catabolite regulation of transcription	1/90	1/2550	0.0352941176470771	10	1	1.0	1.0	1.0	1.0	crp
GO:0015795	BP	e	sorbitol transport	1/90	1/2550	0.0352941176470771	7	1	1.0	1.0	1.0	1.0	mtlA
GO:0009743	BP	e	response to carbohydrate	1/90	1/2550	0.0352941176470771	4	1	1.0	1.0	1.0	1.0	malE
GO:0015816	BP	e	glycine transport	1/90	1/2550	0.0352941176470771	8	1	1.0	1.0	1.0	1.0	cycA
GO:0035601	BP	e	protein deacylation	1/90	1/2550	0.0352941176470771	7	1	1.0	1.0	1.0	1.0	acs
GO:0016094	BP	e	polyprenol biosynthetic process	1/90	1/2550	0.0352941176470771	7	1	1.0	1.0	1.0	1.0	ispB
GO:0034285	BP	e	response to disaccharide	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	malE
GO:0046398	BP	e	UDP-glucuronate metabolic process	1/90	1/2550	0.0352941176470771	7	1	1.0	1.0	1.0	1.0	ugd
GO:0031439	BP	e	positive regulation of mRNA cleavage	1/90	1/2550	0.0352941176470771	9	1	1.0	1.0	1.0	1.0	greB
GO:0032467	BP	e	positive regulation of cytokinesis	1/90	1/2550	0.0352941176470771	7	1	1.0	1.0	1.0	1.0	sdiA
GO:0051790	BP	e	short-chain fatty acid biosynthetic process	1/90	1/2550	0.0352941176470771	9	1	1.0	1.0	1.0	1.0	ackA
GO:1903313	BP	e	positive regulation of mRNA metabolic process	1/90	1/2550	0.0352941176470771	8	1	1.0	1.0	1.0	1.0	greB
GO:0061985	BP	e	carbon catabolite repression	1/90	1/2550	0.0352941176470771	8	1	1.0	1.0	1.0	1.0	crp
GO:0006103	BP	e	2-oxoglutarate metabolic process	1/90	1/2550	0.0352941176470771	7	1	1.0	1.0	1.0	1.0	lpd
GO:0009730	BP	e	detection of carbohydrate stimulus	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	malE
GO:0034288	BP	e	detection of disaccharide stimulus	1/90	1/2550	0.0352941176470771	6	1	1.0	1.0	1.0	1.0	malE
GO:0006476	BP	e	protein deacetylation	1/90	1/2550	0.0352941176470771	8	1	1.0	1.0	1.0	1.0	acs
GO:0045787	BP	e	positive regulation of cell cycle	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	sdiA
GO:0031670	BP	e	cellular response to nutrient	1/90	1/2550	0.0352941176470771	6	1	1.0	1.0	1.0	1.0	crp
GO:0034421	BP	e	post-translational protein acetylation	1/90	1/2550	0.0352941176470771	9	1	1.0	1.0	1.0	1.0	acs
GO:0045488	BP	e	pectin metabolic process	1/90	1/2550	0.0352941176470771	6	1	1.0	1.0	1.0	1.0	kduI
GO:0001762	BP	e	beta-alanine transport	1/90	1/2550	0.0352941176470771	8	1	1.0	1.0	1.0	1.0	cycA
GO:0034286	BP	e	response to maltose	1/90	1/2550	0.0352941176470771	6	1	1.0	1.0	1.0	1.0	malE
GO:0007584	BP	e	response to nutrient	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	crp
GO:0090068	BP	e	positive regulation of cell cycle process	1/90	1/2550	0.0352941176470771	6	1	1.0	1.0	1.0	1.0	sdiA
GO:0006115	BP	e	ethanol biosynthetic process	1/90	1/2550	0.0352941176470771	7	1	1.0	1.0	1.0	1.0	adhE
GO:0045490	BP	e	pectin catabolic process	1/90	1/2550	0.0352941176470771	7	1	1.0	1.0	1.0	1.0	kduI
GO:0016093	BP	e	polyprenol metabolic process	1/90	1/2550	0.0352941176470771	6	1	1.0	1.0	1.0	1.0	ispB
GO:0006065	BP	e	UDP-glucuronate biosynthetic process	1/90	1/2550	0.0352941176470771	8	1	1.0	1.0	1.0	1.0	ugd
GO:0006449	BP	e	regulation of translational termination	1/90	1/2550	0.0352941176470771	8	1	1.0	1.0	1.0	1.0	prfC
GO:0010393	BP	e	galacturonan metabolic process	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	kduI
GO:0060326	BP	e	cell chemotaxis	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	malE
GO:0015856	BP	e	cytosine transport	1/90	1/2550	0.0352941176470771	7	1	1.0	1.0	1.0	1.0	codB
GO:0006538	BP	e	glutamate catabolic process	1/90	1/2550	0.0352941176470771	10	1	1.0	1.0	1.0	1.0	gadA
GO:0016477	BP	e	cell migration	1/90	1/2550	0.0352941176470771	4	1	1.0	1.0	1.0	1.0	malE
GO:0045013	BP	e	carbon catabolite repression of transcription	1/90	1/2550	0.0352941176470771	11	1	1.0	1.0	1.0	1.0	crp
GO:0061984	BP	e	catabolite repression	1/90	1/2550	0.0352941176470771	7	1	1.0	1.0	1.0	1.0	crp
GO:0019542	BP	e	propionate biosynthetic process	1/90	1/2550	0.0352941176470771	10	1	1.0	1.0	1.0	1.0	ackA
GO:0042942	BP	e	D-serine transport	1/90	1/2550	0.0352941176470771	9	1	1.0	1.0	1.0	1.0	cycA
GO:0034289	BP	e	detection of maltose stimulus	1/90	1/2550	0.0352941176470771	7	1	1.0	1.0	1.0	1.0	malE
GO:1905647	BP	e	proline import across plasma membrane	1/90	1/2550	0.0352941176470771	10	1	1.0	1.0	1.0	1.0	proP
GO:1901362	BP	e	organic cyclic compound biosynthetic process	19/90	334/2550	0.03665010592382286	4	19	1.0	1.0	1.0	1.0	abgR, ackA, acs, carA, crp, cspA, deoC, gltX, greB, gyrA, gyrB, hupA, hupB, nrdA, pdxA, pyrD, queA, queD, ugd
GO:0009063	BP	e	cellular amino acid catabolic process	5/90	54/2550	0.0397187298029656	7	5	1.0	1.0	1.0	1.0	ansB, gabD, gadA, lpd, pflB
GO:1901617	BP	e	organic hydroxy compound biosynthetic process	3/90	22/2550	0.04030268620493046	4	3	1.0	1.0	1.0	1.0	adhE, ispB, pdxA
GO:0009084	BP	e	glutamine family amino acid biosynthetic process	3/90	23/2550	0.04519584405902974	9	3	1.0	1.0	1.0	1.0	carA, gdhA, glnA
GO:0009173	BP	e	pyrimidine ribonucleoside monophosphate metabolic process	2/90	10/2550	0.046107836079667126	9	2	1.0	1.0	1.0	1.0	carA, pyrD
GO:0006222	BP	e	UMP biosynthetic process	2/90	10/2550	0.046107836079667126	11	2	1.0	1.0	1.0	1.0	carA, pyrD
GO:0006414	BP	e	translational elongation	2/90	10/2550	0.046107836079667126	6	2	1.0	1.0	1.0	1.0	tufA, tufB
GO:0046049	BP	e	UMP metabolic process	2/90	10/2550	0.046107836079667126	10	2	1.0	1.0	1.0	1.0	carA, pyrD
GO:0009174	BP	e	pyrimidine ribonucleoside monophosphate biosynthetic process	2/90	10/2550	0.046107836079667126	10	2	1.0	1.0	1.0	1.0	carA, pyrD
GO:0005829	CC	e	cytosol	42/90	770/2550	0.0009474822386315042	2	42	0.24066048861240208	0.23461623205018653	0.24066048861240208	0.117303741011261	ackA, acnB, acs, adhE, carA, crp, cspA, dcp, ddlA, deoC, fklB, gadA, gdhA, glnA, glpA, gltX, gyrA, gyrB, hupA, hupB, ispB, katE, kdgR, ligB, lpd, msrA, mtlD, nanA, nrdA, patA, pflB, prfC, ptsG, pyrD, queA, rimM, rplM, serA, sra, topA, trmA, tufB
GO:0005694	CC	e	chromosome	3/90	7/2550	0.0013430415733970092	5	3	0.34113255964284034	0.33256491846461844	0.33978951806944335	0.117303741011261	gyrA, gyrB, topA
GO:1990204	CC	e	oxidoreductase complex	8/90	63/2550	0.0013854772560385157	3	8	0.35191122303378297	0.34307287266142517	0.34914026852170593	0.117303741011261	dmsA, glpA, hyaA, lpd, narG, ndh, nrdA, nuoA
GO:0009330	CC	e	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex	2/90	3/2550	0.003611830705684397	2	2	0.9174049992438369	0.8943641119803712	0.9065695071267836	0.22935124981095922	gyrA, gyrB
GO:0009295	CC	e	nucleoid	3/90	17/2550	0.02019631865851119	2	3	1.0	1.0	1.0	0.9756991074354209	cbpA, dps, hupA
GO:0031237	CC	e	intrinsic component of periplasmic side of plasma membrane	2/90	7/2550	0.023048010411860335	5	2	1.0	1.0	1.0	0.9756991074354209	dmsA, hyaA
GO:1990104	CC	e	DNA bending complex	1/90	1/2550	0.0352941176470771	2	1	1.0	1.0	1.0	0.9960784313730648	hupA
GO:1990178	CC	e	HU-DNA complex	1/90	1/2550	0.0352941176470771	3	1	1.0	1.0	1.0	0.9960784313730648	hupA
GO:0036125	CC	e	fatty acid beta-oxidation multienzyme complex	1/90	1/2550	0.0352941176470771	2	1	1.0	1.0	1.0	0.9960784313730648	fadB
GO:0043232	CC	e	intracellular non-membrane-bounded organelle	6/90	75/2550	0.04671214910170442	4	6	1.0	1.0	1.0	1.0	gyrA, gyrB, rimM, rplM, sra, topA
GO:0016491	MF	e	oxidoreductase activity	26/90	318/2550	2.2892324880787546e-05	2	26	0.05038600706261339	0.04911616106724714	0.05038600706261339	0.035450948348333046	adhE, aldB, dld, dmsA, dps, dusB, fadB, fixA, gabD, gdhA, glpA, hyaA, katE, lpd, msrA, mtlD, narG, ndh, nirB, nrdA, nrfA, nuoA, pdxA, pyrD, serA, ugd
GO:0003674	MF	e	molecular_function	89/90	2198/2550	3.2213492365591133e-05	0	89	0.07090189669666608	0.06911500198456377	0.0708696832043005	0.035450948348333046	abgR, ackA, acnB, acs, adhE, aldB, ansB, carA, cbpA, codB, crp, cspA, cycA, dcp, ddlA, deoC, dld, dmsA, dps, dusB, eamA, fadB, feaR, fixA, fklB, fumB, gabD, gadA, gdhA, glcC, glnA, glnQ, glpA, glpT, gltX, greB, gyrA, gyrB, hupA, hupB, hyaA, ispB, ivy, katE, kdgR, kduI, ligB, lpd, malE, mdtG, mglA, msrA, mtlA, mtlD, nac, nanA, narG, ndh, nirB, nrdA, nrfA, nuoA, ogt, osmY, patA, pdxA, pflB, prfC, proP, ptsG, pyrD, queA, queD, rhtA, rimM, rlmF, rplM, rsmF, sdiA, serA, sra, topA, trg, trmA, tufA, tufB, ugd, wecH, xylF
GO:0097159	MF	e	organic cyclic compound binding	51/90	993/2550	0.0005916419422256992	2	51	1.0	1.0	1.0	0.325550978709691	abgR, ackA, acnB, acs, carA, cbpA, crp, cspA, ddlA, dld, dmsA, dps, dusB, feaR, fklB, gabD, gadA, glcC, glnA, glnQ, glpA, gltX, greB, gyrA, gyrB, hupA, hupB, katE, kdgR, lpd, mglA, nac, narG, ndh, nirB, nrdA, nrfA, patA, pdxA, prfC, pyrD, rimM, rplM, rsmF, sdiA, serA, topA, trmA, tufA, tufB, ugd
GO:1901363	MF	e	heterocyclic compound binding	51/90	993/2550	0.0005916419422256992	2	51	1.0	1.0	1.0	0.325550978709691	abgR, ackA, acnB, acs, carA, cbpA, crp, cspA, ddlA, dld, dmsA, dps, dusB, feaR, fklB, gabD, gadA, glcC, glnA, glnQ, glpA, gltX, greB, gyrA, gyrB, hupA, hupB, katE, kdgR, lpd, mglA, nac, narG, ndh, nirB, nrdA, nrfA, patA, pdxA, prfC, pyrD, rimM, rplM, rsmF, sdiA, serA, topA, trmA, tufA, tufB, ugd
GO:0003916	MF	e	DNA topoisomerase activity	3/90	6/2550	0.0007875398115891808	3	3	1.0	1.0	1.0	0.3466750250615574	gyrA, gyrB, topA
GO:0034335	MF	e	DNA negative supercoiling activity	2/90	2/2550	0.0012323171716744784	5	2	1.0	1.0	1.0	0.4520550158092545	gyrA, gyrB
GO:0016614	MF	e	oxidoreductase activity, acting on CH-OH group of donors	8/90	73/2550	0.003600593591222548	3	8	1.0	1.0	1.0	1.0	adhE, dld, fadB, glpA, mtlD, pdxA, serA, ugd
GO:0003676	MF	e	nucleic acid binding	26/90	445/2550	0.006601152226735681	3	26	1.0	1.0	1.0	1.0	abgR, acnB, cbpA, crp, cspA, dps, dusB, feaR, glcC, gltX, greB, gyrA, gyrB, hupA, hupB, kdgR, nac, prfC, rimM, rplM, rsmF, sdiA, topA, trmA, tufA, tufB
GO:0003918	MF	e	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	2/90	4/2550	0.007057781106206554	4	2	1.0	1.0	1.0	1.0	gyrA, gyrB
GO:0008135	MF	e	translation factor activity, RNA binding	3/90	12/2550	0.007423262268595544	5	3	1.0	1.0	1.0	1.0	prfC, tufA, tufB
GO:0050660	MF	e	flavin adenine dinucleotide binding	6/90	52/2550	0.009002756059012653	5	6	1.0	1.0	1.0	1.0	dld, dusB, glpA, lpd, ndh, nirB
GO:0009055	MF	e	electron transfer activity	8/90	87/2550	0.010449040023177642	3	8	1.0	1.0	1.0	1.0	dld, dmsA, fixA, hyaA, lpd, narG, ndh, nuoA
GO:0098809	MF	e	nitrite reductase activity	2/90	5/2550	0.01149357376635977	4	2	1.0	1.0	1.0	1.0	nirB, nrfA
GO:0003723	MF	e	RNA binding	11/90	145/2550	0.016342010605529752	4	11	1.0	1.0	1.0	1.0	acnB, cspA, dusB, gltX, prfC, rimM, rplM, rsmF, trmA, tufA, tufB
GO:0015175	MF	e	neutral amino acid transmembrane transporter activity	3/90	16/2550	0.017060705160733904	6	3	1.0	1.0	1.0	1.0	cycA, glnQ, rhtA
GO:0090079	MF	e	translation regulator activity, nucleic acid binding	3/90	16/2550	0.017060705160733904	4	3	1.0	1.0	1.0	1.0	prfC, tufA, tufB
GO:0003824	MF	e	catalytic activity	60/90	1378/2550	0.01741078288436079	1	60	1.0	1.0	1.0	1.0	ackA, acnB, acs, adhE, aldB, ansB, carA, dcp, ddlA, deoC, dld, dmsA, dps, dusB, fadB, fixA, fklB, fumB, gabD, gadA, gdhA, glnA, glpA, gltX, gyrA, gyrB, hyaA, ispB, katE, kduI, ligB, lpd, msrA, mtlA, mtlD, nanA, narG, ndh, nirB, nrdA, nrfA, nuoA, ogt, patA, pdxA, pflB, prfC, ptsG, pyrD, queA, queD, rlmF, rsmF, serA, topA, trmA, tufA, tufB, ugd, wecH
